"","coef"
"Intercept",-2.67
"log age",0.16
"log size",-0.02
"log devs",0.18
"log commits",1.02
"C",-0.09
"C++",0.08
"Clojure",-0.34
"Coffeescript",0.13
"Erlang",-0.1
"Go",0.03
"Haskell",-0.08
"Java",0
"Javascript",-0.04
"Objective-C",0.21
"Perl",-0.05
"Php",0.12
"Python",-0.21
"Ruby",0.14
"Scala",0
"Typescript",0.19
