"","coef","pVal"
"Intercept",-2.27,0
"log age",0.1,0
"log size",-0.05,0
"log devs",0.13,0
"log commits",1.06,0
"C",0.17,0.085
"C#",0,1
"C++",0,0.991
"Clojure",-0.17,0.121
"Coffeescript",0.04,0.695
"Erlang",0.02,0.863
"Go",0.16,0.114
"Haskell",-0.31,0.003
"Java",0.04,0.723
"Javascript",0.14,0.198
"Objective-C",-0.08,0.461
"Perl",-0.04,0.727
"Php",0.19,0.053
"Python",0,0.992
"Ruby",-0.18,0.083
"Scala",-0.19,0.067
"Typescript",0.21,0.043
