"","coef","pVal"
"Intercept",-2.54,0
"log age",0.09,0
"log size",-0.03,0.036
"log devs",0.09,0.004
"log commits",1.09,0
"C",0.18,0.056
"C#",0.04,0.663
"C++",0.03,0.732
"Clojure",-0.39,0
"Coffeescript",0.25,0.008
"Erlang",0.01,0.936
"Go",0.07,0.469
"Haskell",-0.25,0.014
"Java",-0.08,0.416
"Javascript",0.19,0.056
"Objective-C",-0.01,0.918
"Perl",-0.09,0.362
"Php",0.18,0.062
"Python",-0.08,0.443
"Ruby",-0.01,0.909
"Scala",-0.28,0.005
"Typescript",0.21,0.028
