"","coef"
"Intercept",-2.28
"log age",0.12
"log size",-0.06
"log devs",0.12
"log commits",1.08
"C",0.34
"C++",0.14
"Clojure",-0.73
"Coffeescript",-0.01
"Erlang",0.09
"Go",-0.01
"Haskell",-0.38
"Java",-0.02
"Javascript",-0.02
"Objective-C",0.17
"Perl",0.07
"Php",0.08
"Python",0.15
"Ruby",-0.08
"Scala",0
"Typescript",0.23
