"","coef","pVal"
"Intercept",-2.61,0
"log age",0.11,0
"log size",-0.01,0.435
"log devs",0.08,0.009
"log commits",1.05,0
"C",0.13,0.2
"C#",-0.12,0.252
"C++",0.02,0.818
"Clojure",-0.31,0.003
"Coffeescript",0.23,0.017
"Erlang",0.23,0.021
"Go",0.26,0.008
"Haskell",-0.46,0
"Java",0.02,0.856
"Javascript",0.08,0.413
"Objective-C",-0.16,0.134
"Perl",-0.1,0.351
"Php",0.23,0.018
"Python",0.03,0.785
"Ruby",-0.09,0.37
"Scala",-0.22,0.035
"Typescript",0.22,0.031
