"","coef"
"Intercept",-2.55
"log age",0.14
"log size",-0.01
"log devs",0.15
"log commits",0.99
"C",-0.01
"C++",0.07
"Clojure",-0.18
"Coffeescript",0.17
"Erlang",-0.1
"Go",0.14
"Haskell",-0.18
"Java",0.06
"Javascript",-0.09
"Objective-C",0.3
"Perl",0.14
"Php",-0.02
"Python",-0.28
"Ruby",-0.19
"Scala",-0.09
"Typescript",0.25
