"","coef"
"Intercept",-2.7
"log age",0.17
"log size",-0.01
"log devs",0.16
"log commits",0.98
"C",0.21
"C++",0.16
"Clojure",-0.54
"Coffeescript",0.3
"Erlang",0.03
"Go",0.03
"Haskell",-0.2
"Java",-0.2
"Javascript",0.11
"Objective-C",-0.18
"Perl",-0.02
"Php",0.05
"Python",0.03
"Ruby",0.02
"Scala",-0.04
"Typescript",0.24
