"","coef"
"Intercept",-2.88
"log age",0.22
"log size",-0.01
"log devs",0.17
"log commits",0.96
"C",0.19
"C++",-0.15
"Clojure",-0.28
"Coffeescript",0.08
"Erlang",-0.1
"Go",0.14
"Haskell",-0.2
"Java",0.1
"Javascript",0.33
"Objective-C",0.01
"Perl",-0.04
"Php",0.03
"Python",-0.1
"Ruby",-0.19
"Scala",-0.16
"Typescript",0.34
