"","coef","pVal"
"Intercept",-2.35,0
"log age",0.09,0
"log size",-0.01,0.583
"log devs",0.15,0
"log commits",0.99,0
"C",0.18,0.084
"C#",0.08,0.446
"C++",-0.03,0.804
"Clojure",-0.31,0.007
"Coffeescript",0.03,0.749
"Erlang",0.15,0.148
"Go",0.19,0.062
"Haskell",-0.36,0.001
"Java",-0.03,0.773
"Javascript",-0.09,0.408
"Objective-C",-0.12,0.259
"Perl",-0.06,0.591
"Php",0.24,0.019
"Python",-0.05,0.665
"Ruby",0.06,0.592
"Scala",-0.04,0.699
"Typescript",0.14,0.216
