"","coef","pVal"
"Intercept",-2.4,0
"log age",0.1,0
"log size",-0.03,0.018
"log devs",0.14,0
"log commits",1.04,0
"C",0.18,0.068
"C#",-0.03,0.801
"C++",0.05,0.609
"Clojure",-0.56,0
"Coffeescript",0.1,0.327
"Erlang",0.1,0.289
"Go",0.21,0.031
"Haskell",-0.21,0.044
"Java",-0.09,0.371
"Javascript",0,0.966
"Objective-C",-0.07,0.471
"Perl",0.09,0.349
"Php",0.15,0.128
"Python",0.1,0.318
"Ruby",0,0.963
"Scala",-0.16,0.116
"Typescript",0.14,0.205
