"","coef","pVal"
"Intercept",-2.41,0
"log age",0.08,0
"log size",-0.02,0.166
"log devs",0.15,0
"log commits",1.03,0
"C",0.24,0.018
"C#",-0.03,0.757
"C++",0.17,0.092
"Clojure",-0.13,0.223
"Coffeescript",0.22,0.027
"Erlang",0.1,0.353
"Go",0.22,0.029
"Haskell",-0.38,0
"Java",-0.24,0.03
"Javascript",-0.22,0.05
"Objective-C",0.12,0.232
"Perl",-0.01,0.949
"Php",0.14,0.172
"Python",0,0.968
"Ruby",-0.12,0.236
"Scala",-0.16,0.129
"Typescript",0.08,0.448
