"","coef","pVal"
"Intercept",-2.37,0
"log age",0.08,0
"log size",-0.04,0.012
"log devs",0.15,0
"log commits",1.06,0
"C",0.18,0.071
"C#",0.13,0.205
"C++",0.3,0.002
"Clojure",-0.31,0.005
"Coffeescript",-0.17,0.11
"Erlang",0.13,0.198
"Go",0.15,0.151
"Haskell",-0.23,0.037
"Java",-0.16,0.118
"Javascript",0.18,0.086
"Objective-C",-0.05,0.622
"Perl",-0.15,0.153
"Php",0.18,0.072
"Python",-0.07,0.531
"Ruby",0.03,0.81
"Scala",-0.24,0.025
"Typescript",0.09,0.431
