"","coef","pVal"
"Intercept",-2.37,0
"log age",0.1,0
"log size",-0.02,0.246
"log devs",0.12,0
"log commits",1.01,0
"C",0.22,0.023
"C#",0.06,0.549
"C++",0.08,0.41
"Clojure",-0.31,0.003
"Coffeescript",0.21,0.036
"Erlang",0.18,0.069
"Go",0.2,0.047
"Haskell",-0.19,0.078
"Java",-0.31,0.003
"Javascript",-0.04,0.706
"Objective-C",0.11,0.271
"Perl",0.15,0.146
"Php",0.05,0.607
"Python",-0.1,0.315
"Ruby",-0.32,0.003
"Scala",-0.13,0.214
"Typescript",0.12,0.245
