"","coef","pVal"
"Intercept",-2.27,0
"log age",0.12,0
"log size",-0.05,0
"log devs",0.13,0
"log commits",1.05,0
"C",0.13,0.147
"C#",0.07,0.502
"C++",0.17,0.065
"Clojure",-0.14,0.163
"Coffeescript",0.02,0.85
"Erlang",0.18,0.048
"Go",0.04,0.644
"Haskell",-0.14,0.139
"Java",-0.22,0.027
"Javascript",-0.13,0.192
"Objective-C",-0.09,0.383
"Perl",-0.04,0.698
"Php",0.17,0.066
"Python",0.1,0.303
"Ruby",-0.13,0.186
"Scala",-0.13,0.183
"Typescript",0.13,0.176
