"","coef","pVal"
"Intercept",-2.43,0
"log age",0.09,0
"log size",-0.04,0.011
"log devs",0.13,0
"log commits",1.08,0
"C",0.04,0.674
"C#",-0.08,0.442
"C++",-0.04,0.707
"Clojure",-0.34,0.001
"Coffeescript",0.38,0
"Erlang",0.12,0.238
"Go",0.17,0.084
"Haskell",-0.3,0.005
"Java",-0.01,0.938
"Javascript",-0.09,0.407
"Objective-C",-0.09,0.386
"Perl",-0.09,0.374
"Php",0.28,0.005
"Python",0.06,0.567
"Ruby",-0.15,0.148
"Scala",-0.16,0.097
"Typescript",0.3,0.003
