"","coef"
"Intercept",-2.22
"log age",0.13
"log size",-0.06
"log devs",0.19
"log commits",1.04
"C",0.13
"C++",0.23
"Clojure",-0.34
"Coffeescript",0.24
"Erlang",-0.2
"Go",-0.03
"Haskell",-0.3
"Java",-0.06
"Javascript",-0.08
"Objective-C",0.16
"Perl",0.25
"Php",-0.14
"Python",-0.1
"Ruby",0.04
"Scala",-0.03
"Typescript",0.23
