"","coef"
"Intercept",-2.69
"log age",0.15
"log size",-0.01
"log devs",0.17
"log commits",0.99
"C",0.08
"C++",0.04
"Clojure",-0.05
"Coffeescript",-0.01
"Erlang",-0.13
"Go",0.23
"Haskell",-0.28
"Java",-0.1
"Javascript",0.04
"Objective-C",0.05
"Perl",-0.14
"Php",0.23
"Python",0.11
"Ruby",-0.06
"Scala",-0.16
"Typescript",0.15
