"","coef"
"Intercept",-2.89
"log age",0.19
"log size",-0.02
"log devs",0.15
"log commits",1.03
"C",0.1
"C++",0.04
"Clojure",-0.42
"Coffeescript",0.21
"Erlang",0.02
"Go",0.01
"Haskell",-0.19
"Java",-0.04
"Javascript",-0.05
"Objective-C",0.17
"Perl",0.08
"Php",0.02
"Python",0.05
"Ruby",-0.2
"Scala",0
"Typescript",0.19
